"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","cont"
"853","KOR","Booklet 01","5070","507002","41050700210","Male",0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"854","KOR","Booklet 01","5070","507002","41050700226","Female",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855","KOR","Booklet 01","5071","507108","41050710804","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"856","KOR","Booklet 01","5071","507108","41050710820","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"857","KOR","Booklet 01","5072","507205","41050720502","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"858","KOR","Booklet 01","5073","507302","41050730214","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"859","KOR","Booklet 01","5074","507402","41050740201","Male",0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
"860","KOR","Booklet 01","5074","507402","41050740217","Male",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
"861","KOR","Booklet 01","5075","507509","41050750904","Male",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"862","KOR","Booklet 01","5075","507509","41050750920","Male",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"863","KOR","Booklet 01","5076","507602","41050760208","Male",0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0
"864","KOR","Booklet 01","5076","507602","41050760224","Male",0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"865","KOR","Booklet 01","5077","507706","41050770616","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
"866","KOR","Booklet 01","5078","507804","41050780407","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
"867","KOR","Booklet 01","5078","507804","41050780423","Female",0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0
"868","KOR","Booklet 01","5079","507904","41050790409","Male",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"869","KOR","Booklet 01","5079","507904","41050790425","Male",0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"870","KOR","Booklet 01","5080","508005","41050800514","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"871","KOR","Booklet 01","5080","508005","41050800530","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"872","KOR","Booklet 01","5081","508103","41050810311","Female",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"873","KOR","Booklet 01","5082","508209","41050820910","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"874","KOR","Booklet 01","5082","508209","41050820926","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"875","KOR","Booklet 01","5084","508402","41050840211","Male",0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0
"876","KOR","Booklet 01","5084","508402","41050840227","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"877","KOR","Booklet 01","5085","508505","41050850506","Female",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"878","KOR","Booklet 01","5085","508505","41050850522","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,2,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
"879","KOR","Booklet 01","5086","508602","41050860212","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0
"880","KOR","Booklet 01","5087","508703","41050870305","Male",0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0
"881","KOR","Booklet 01","5088","508811","41050881102","Female",0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"882","KOR","Booklet 01","5088","508811","41050881118","Male",0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
"883","KOR","Booklet 01","5089","508909","41050890913","Male",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","KOR","Booklet 01","5089","508909","41050890929","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"885","KOR","Booklet 01","5090","509003","41050900305","Male",0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
"886","KOR","Booklet 01","5090","509003","41050900321","Male",0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
"887","KOR","Booklet 01","5091","509105","41050910509","Male",0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
"888","KOR","Booklet 01","5092","509201","41050920108","Female",0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"889","KOR","Booklet 01","5092","509201","41050920124","Female",0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
"890","KOR","Booklet 01","5093","509303","41050930303","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"891","KOR","Booklet 01","5093","509303","41050930319","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"892","KOR","Booklet 01","5094","509401","41050940116","Male",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893","KOR","Booklet 01","5095","509504","41050950409","Female",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"894","KOR","Booklet 01","5096","509601","41050960103","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
"895","KOR","Booklet 01","5096","509601","41050960119","Male",0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"896","KOR","Booklet 01","5097","509708","41050970814","Male",0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
"897","KOR","Booklet 01","5098","509804","41050980402","Female",0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,2,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0
"898","KOR","Booklet 01","5098","509804","41050980418","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"899","KOR","Booklet 01","5099","509903","41050990303","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
"900","KOR","Booklet 01","5099","509903","41050990319","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
"901","KOR","Booklet 01","5100","510001","41051000116","Female",0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0
"902","KOR","Booklet 01","5101","510103","41051010315","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"903","KOR","Booklet 01","5102","510203","41051020315","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"904","KOR","Booklet 01","5103","510308","41051030813","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"905","KOR","Booklet 01","5103","510308","41051030829","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,2,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"906","KOR","Booklet 01","5104","510403","41051040305","Male",0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
"907","KOR","Booklet 01","5105","510505","41051050507","Male",0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"908","KOR","Booklet 01","5106","510603","41051060306","Female",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"909","KOR","Booklet 01","5106","510603","41051060322","Male",0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0
"910","KOR","Booklet 01","5107","510702","41051070211","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
"911","KOR","Booklet 01","5107","510702","41051070227","Male",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"912","KOR","Booklet 01","5108","510802","41051080212","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"913","KOR","Booklet 01","5108","510802","41051080228","Male",0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"914","KOR","Booklet 01","5109","510904","41051090407","Male",0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0
"915","KOR","Booklet 01","5109","510904","41051090423","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"916","KOR","Booklet 01","5110","511003","41051100312","Male",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
"917","KOR","Booklet 01","5111","511101","41051110101","Female",0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"918","KOR","Booklet 01","5111","511101","41051110117","Female",0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"919","KOR","Booklet 01","5112","511210","41051121015","Male",0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"920","KOR","Booklet 01","5113","511306","41051130616","Female",0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"921","KOR","Booklet 01","5114","511406","41051140610","Female",0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"922","KOR","Booklet 01","5114","511406","41051140626","Female",0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
"923","KOR","Booklet 01","5115","511503","41051150305","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"924","KOR","Booklet 01","5115","511503","41051150321","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
"925","KOR","Booklet 01","5116","511604","41051160416","Male",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
"926","KOR","Booklet 01","5116","511604","41051160432","Female",0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"927","KOR","Booklet 01","5117","511710","41051171009","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"928","KOR","Booklet 01","5117","511710","41051171025","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"929","KOR","Booklet 01","5118","511805","41051180509","Female",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"930","KOR","Booklet 01","5118","511805","41051180525","Male",0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"931","KOR","Booklet 01","5119","511905","41051190516","Male",0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
"932","KOR","Booklet 01","5120","512009","41051200903","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"933","KOR","Booklet 01","5120","512009","41051200919","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
"934","KOR","Booklet 01","5120","512009","41051200935","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"935","KOR","Booklet 01","5121","512107","41051210704","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"936","KOR","Booklet 01","5121","512107","41051210720","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
"937","KOR","Booklet 01","5122","512210","41051221003","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"938","KOR","Booklet 01","5122","512210","41051221035","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"939","KOR","Booklet 01","5123","512301","41051230115","Female",0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"940","KOR","Booklet 01","5123","512301","41051230131","Male",0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"941","KOR","Booklet 01","5125","512504","41051250405","Female",0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
"942","KOR","Booklet 01","5125","512504","41051250421","Female",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"943","KOR","Booklet 01","5126","512611","41051261110","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0
"944","KOR","Booklet 01","5126","512611","41051261126","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"945","KOR","Booklet 01","5127","512704","41051270416","Male",0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
"946","KOR","Booklet 01","5128","512809","41051280922","Male",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"947","KOR","Booklet 01","5129","512913","41051291316","Female",0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,2,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
"948","KOR","Booklet 01","5130","513005","41051300501","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"949","KOR","Booklet 01","5130","513005","41051300517","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"950","KOR","Booklet 01","5131","513108","41051310805","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"951","KOR","Booklet 01","5131","513108","41051310821","Male",0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"952","KOR","Booklet 01","5132","513204","41051320401","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"953","KOR","Booklet 01","5132","513204","41051320417","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
"954","KOR","Booklet 01","5133","513303","41051330312","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"955","KOR","Booklet 01","5133","513303","41051330328","Male",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"956","KOR","Booklet 01","5134","513404","41051340409","Male",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,2,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"957","KOR","Booklet 01","5134","513404","41051340425","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"958","KOR","Booklet 01","5135","513504","41051350404","Female",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"959","KOR","Booklet 01","5135","513504","41051350420","Female",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"960","KOR","Booklet 01","5136","513605","41051360513","Female",0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
"961","KOR","Booklet 01","5137","513702","41051370206","Female",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
"962","KOR","Booklet 01","5138","513805","41051380513","Female",0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
"963","KOR","Booklet 01","5138","513805","41051380529","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
"964","KOR","Booklet 01","5140","514002","41051400208","Male",0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"965","KOR","Booklet 01","5141","514108","41051410816","Female",0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0
"966","KOR","Booklet 01","5141","514108","41051410832","Male",0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"967","KOR","Booklet 01","5142","514203","41051420302","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"968","KOR","Booklet 01","5142","514203","41051420318","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0
"969","KOR","Booklet 01","5143","514303","41051430303","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"970","KOR","Booklet 01","5143","514303","41051430319","Male",0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
"971","KOR","Booklet 01","5145","514505","41051450514","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
"972","KOR","Booklet 01","5147","514705","41051470510","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
"973","KOR","Booklet 01","5147","514705","41051470526","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"974","KOR","Booklet 01","5148","514807","41051480706","Female",0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"975","KOR","Booklet 01","5148","514807","41051480722","Female",0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0
"976","KOR","Booklet 01","5149","514906","41051490616","Female",0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,2,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0
"977","KOR","Booklet 01","5151","515106","41051510605","Female",0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0
"978","KOR","Booklet 01","5151","515106","41051510621","Female",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"979","KOR","Booklet 01","5152","515202","41051520209","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"980","KOR","Booklet 01","5153","515306","41051530610","Female",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"981","KOR","Booklet 01","5153","515306","41051530626","Male",0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
